Stkcd	Trddt	dayc	ivol	totalv	crate	beta	return	ivol_lag	crate_lag	ivol_current	ivol_lag_rank
600271	200804	20	.100850275	185449.50	.072881	.536281	.159100	0.022550807	0.072881	0.100850275	1
000629	200804	20	.102215188	32407497	.315676	1.04436	-.07411	0.022856011	0.315676	0.102215188	2
002146	200804	21	.033364931	98560.00	.521086		-.24488	0.022925483	0.682239	0.033364931	2
600406	200804	21	.032555543	5259337.2	.283070	.622647	-.02965	0.022949493	0.192422	0.032555543	2
600519	200804	21	.022930008	1728380.9	.088339	.282233	-.02440	0.023072262	0.073556	0.022930008	2
600518	200804	21	.022359006	79650.48	.387605	.949885	.085417	0.023764	0.546283	0.022359006	2
000800	200804	21	.027063633	246891.75	.412202	1.18319	.142319	0.023947518	0.234489	0.027063633	2
000069	200804	21	.029833295	42461628	.326524	.484540	-.20072	0.024391104	0.180652	0.029833295	2
002024	200804	21	.026448251	79787246	.091433		.002899	0.024576588	0.062352	0.026448251	2
601006	200804	20	.033376174	2139867.3	.161618		-.04682	0.024614729	0.108844	0.033376174	2
000937	200804	20	.025699705	35576057	.179686	.685649	.188471	0.024833934	0.175746	0.025699705	2
000024	200804	21	.022305813	21974027	.432364	.475692	-.22501	0.025058811	0.384216	0.022305813	2
600123	200804	20	.029887271	195521.76	.300709	.529151	.331186	0.025137351	0.239648	0.029887271	2
601808	200804	21	.032969254	76705726	.497859		.187443	0.025143689	0.318473	0.032969254	2
600809	200804	21	.037756518	8558910.1	.832078	.676158	-.00803	0.025185167	0.421773	0.037756518	2
000538	200804	21	.029444708	13979397	.248050	.338978	.069630	0.025403721	0.121044	0.029444708	2
600150	200804	20	.036501417	85403538	.624276	.902695	.060294	0.02553543	0.288992	0.036501417	2
600208	200804	21	.023758075	21728246	.218144	.971642	-.14823	0.026162087	0.250018	0.023758075	2
600309	200804	21	.021366912	44061728	.262113	.559729	-.19802	0.026265686	0.121697	0.021366912	2
000792	200804	20	.040003613	667768.50	.216634	.447995	.016355	0.026494283	0.130418	0.040003613	2
600066	200804	20	.029384093	10641784	.188541	.534664	.063124	0.026674396	0.172033	0.029384093	2
000623	200804	21	.122364802	26947825	.721752	1.40101	.270957	0.026702189	0.721752	0.122364802	2
000002	200804	20	.019541915	147442380	.311790	.217343	-.04805	0.02701902	0.307993	0.019541915	2
