Stkcd,Trdmnt,,Msmvttl,Dturn,Beta,Mretwd
证券代码,月份,,个股总市值,换手率,Beta值,考虑现金红利再投资的月个股回报率
没有单位,没有单位,,千元,没有单位,没有单位,没有单位
600886,2011 ,5 ,14783699.17,0.153663,0.721921,-0.084054
600886,2011 ,6 ,14464482.99,0.04875,0.653933,-0.021592
600886,2011 ,7 ,13227520.31,0.083126,0.668633,-0.082381
600886,2011 ,8 ,12908304.13,0.050327,0.703352,-0.024133
600886,2011 ,9 ,12010518.56,0.015359,0.716263,-0.069552
600886,2011 ,10 ,13147727.13,0.025599,0.710038,0.094684
600886,2011 ,11 ,13906459.31,0.137168,0.703341,-0.098721
600886,2011 ,12 ,13976812.4,0.154631,0.661983,0.005059
600886,2012 ,1 ,14539637.06,0.091542,0.661213,0.040268
600886,2012 ,2 ,14680343.22,0.094574,0.651463,0.009677
600886,2012 ,3 ,13836106.23,0.124267,0.63607,-0.057508
600886,2012 ,4 ,13906459.31,0.097925,0.632103,0.005085
600886,2012 ,5 ,14117518.56,0.073057,0.604584,0.015177
600886,2012 ,6 ,15266620.13,0.085514,0.57622,0.083847
600886,2012 ,7 ,15090737.41,0.079197,0.570204,-0.011521
600886,2012 ,8 ,15090737.41,0.0543,0.497933,0
600886,2012 ,9 ,14950031.23,0.046553,0.489608,-0.009324
600886,2012 ,10 ,16708858.43,0.072955,0.56874,0.117647
600886,2012 ,11 ,18432547.77,0.153561,0.567875,0.103158
600886,2012 ,12 ,20276902.3,0.097283,0.568034,0.099237
600886,2013 ,1 ,20628931.86,0.11469,0.547836,0.017361
600886,2013 ,2 ,21966644.16,0.065885,0.546515,0.064846
600886,2013 ,3 ,22389079.63,0.106897,0.534595,0.019231
600886,2013 ,4 ,21525466.48,0.096405,0.551279,-0.056604
600886,2013 ,5 ,24339429.12,0.120059,0.562814,0.096872
600886,2013 ,6 ,20262874.49,0.119644,0.602988,-0.167488
600886,2013 ,7 ,23343920.31,0.193313,0.572994,0.017751
600886,2013 ,8 ,25515447.78,0.164525,0.479837,0.093023
600886,2013 ,9 ,25040426.15,0.149061,0.471595,-0.018617
600886,2013 ,10 ,29451341.33,0.17975,0.45473,0.176152
600886,2013 ,11 ,28229857.12,0.138871,0.439314,-0.041475
600886,2013 ,12 ,26669071.75,0.113909,0.448427,-0.055288
600886,2014 ,1 ,28501298.06,0.103979,0.432825,0.068702
600886,2014 ,2 ,27415534.32,0.088774,0.43145,-0.038095
600886,2014 ,3 ,31215707.4,0.149345,0.430148,0.138614
600886,2014 ,4 ,32708632.53,0.118167,0.407484,0.047826
600886,2014 ,5 ,33794396.27,0.078664,0.400086,0.033195
600886,2014 ,6 ,34608719.07,0.073193,0.380541,0.053607
600886,2014 ,7 ,37051687.47,0.122254,0.38683,0.070588
600886,2014 ,8 ,39833957.05,0.099383,0.39589,0.075092
600886,2014 ,9 ,47027141.79,0.150135,0.458918,0.180579
600886,2014 ,10 ,49470110.2,0.126371,0.453626,0.051948
600886,2014 ,11 ,49537970.43,0.164972,0.434155,0.001372
600886,2014 ,12 ,77632107.09,0.527278,0.480274,0.567123
600886,2015 ,1 ,69421018.84,0.5464,0.448826,-0.105769
600886,2015 ,2 ,70913943.98,0.212432,0.454934,0.021505
600887,2008 ,1 ,16132997.51,0.600536,0.386583,-0.174224
600887,2008 ,2 ,15979793.99,0.272177,0.383635,-0.009496
600887,2008 ,3 ,14314538.26,0.29505,0.398407,-0.10421
600887,2008 ,4 ,14041436.32,0.343611,0.406253,-0.019079
600887,2008 ,5 ,12885082.73,0.282243,0.411206,-0.082354
600887,2008 ,6 ,13052940.51,0.204418,0.328602,0.013027
600887,2008 ,7 ,13268757.65,0.258992,0.319261,0.016534
600887,2008 ,8 ,12253617.76,0.135708,0.339189,-0.076506
600887,2008 ,9 ,7417715.12,0.855611,0.383164,-0.394651
600887,2008 ,10 ,5507333.75,0.98054,0.440086,-0.257543
600887,2008 ,11 ,6170771.63,0.852027,0.450399,0.120464
600887,2008 ,12 ,6394582,0.912047,0.438223,0.036269
600887,2009 ,1 ,7345776.07,0.345326,0.465651,0.14875
600887,2009 ,2 ,9096292.9,0.920166,0.472132,0.238303
600887,2009 ,3 ,9839663.05,0.608965,0.497082,0.081722
600887,2009 ,4 ,11933888.66,0.679779,0.524125,0.212835
600887,2009 ,5 ,11502254.37,0.33255,0.513482,-0.036169
600887,2009 ,6 ,11837969.93,0.35701,0.513353,0.029187
600887,2009 ,7 ,12813143.68,0.480605,0.526777,0.082377
600887,2009 ,8 ,13316717.02,0.365606,0.514094,0.039301
600887,2009 ,9 ,15722678.49,0.285872,0.512066,0.180672
600887,2009 ,10 ,18512314.89,0.128572,0.539673,0.177428
600887,2009 ,11 ,22133246.95,0.268744,0.547974,0.195596
600887,2009 ,12 ,21166066.42,0.18016,0.550934,-0.043698
600887,2010 ,1 ,24155533.51,0.235341,0.533106,0.141239
600887,2010 ,2 ,25106727.58,0.075879,0.533944,0.039378
600887,2010 ,3 ,25826118.05,0.114808,0.53345,0.028653
600887,2010 ,4 ,26505542.39,0.20683,0.506343,0.026308
600887,2010 ,5 ,22964542.61,0.20185,0.530057,-0.133595
600887,2010 ,6 ,23484102.4,0.177634,0.514204,0.022624
600887,2010 ,7 ,25746185.78,0.153096,0.513231,0.096324
600887,2010 ,8 ,29822731.8,0.241898,0.517572,0.158336
600887,2010 ,9 ,33515602.91,0.152969,0.515389,0.123827
600887,2010 ,10 ,32228693.28,0.238323,0.506216,-0.038397
600887,2010 ,11 ,36752860.05,0.2376,0.498926,0.140377
600887,2010 ,12 ,30582088.42,0.256412,0.504549,-0.167899
600887,2011 ,1 ,28487862.81,0.165633,0.540349,-0.068479
600887,2011 ,2 ,30662020.69,0.146228,0.560883,0.076319
600887,2011 ,3 ,27616601.01,0.232995,0.593068,-0.099322
600887,2011 ,4 ,27192959.96,0.144189,0.640018,-0.01534
600887,2011 ,5 ,27864391.07,0.20045,0.612313,0.024691
600887,2011 ,6 ,26617447.58,0.27524,0.606046,-0.044751
600887,2011 ,7 ,30070521.86,0.216217,0.64617,0.12973
600887,2011 ,8 ,31876991.27,0.198494,0.647558,0.060074
600887,2011 ,9 ,29255212.65,0.082989,0.653981,-0.082247
600887,2011 ,10 ,33523596.14,0.09113,0.650763,0.145902
600887,2011 ,11 ,35457957.19,0.199161,0.627804,0.057701
600887,2011 ,12 ,32660327.57,0.150004,0.627891,-0.0789
600887,2012 ,1 ,32676314.02,0.097475,0.608627,0.000489
600887,2012 ,2 ,36752860.05,0.142859,0.626232,0.124755
600887,2012 ,3 ,35234146.82,0.198553,0.628157,-0.041322
600887,2012 ,4 ,35218160.37,0.114717,0.616202,0.010372
600887,2012 ,5 ,35921564.39,0.152166,0.609827,0.019973
600887,2012 ,6 ,32900124.39,0.282311,0.692814,-0.084112
600887,2012 ,7 ,30054535.4,0.27711,0.709708,-0.086492
600887,2012 ,8 ,32164747.46,0.168996,0.740341,0.070213
600887,2012 ,9 ,34051149.15,0.085444,0.669464,0.058648
600887,2012 ,10 ,34674620.9,0.059771,0.586071,0.01831
600887,2012 ,11 ,31781072.54,0.083358,0.614941,-0.083449
600887,2012 ,12 ,35138228.09,0.173254,0.607714,0.105634
600887,2013 ,1 ,47931381.96,0.179764,0.612159,0.165605
600887,2013 ,2 ,51579555.06,0.108479,0.580344,0.076112
600887,2013 ,3 ,59268781.44,0.161307,0.611667,0.149075
600887,2013 ,4 ,54703887.92,0.119938,0.595393,-0.07702
600887,2013 ,5 ,52271772.52,0.222893,0.569271,-0.034884
600887,2013 ,6 ,63336429.28,0.189371,0.484643,0.119542
600887,2013 ,7 ,70603108.6,0.149819,0.501886,0.104859
600887,2013 ,8 ,71399845.07,0.131525,0.524437,0.011285
600887,2013 ,9 ,91277398.5,0.182026,0.541122,0.278398
600887,2013 ,10 ,84025053.72,0.154567,0.519553,-0.079454
600887,2013 ,11 ,83187458.98,0.228615,0.457377,-0.009968
600887,2013 ,12 ,79837079.98,0.183815,0.470257,-0.040275
600887,2014 ,1 ,72421302.08,0.200816,0.496256,-0.092886
600887,2014 ,2 ,71747140.45,0.146528,0.493036,-0.009309
600887,2014 ,3 ,73197609.41,0.180957,0.493633,0.020216
600887,2014 ,4 ,75792110.22,0.179887,0.50363,0.035445
600887,2014 ,5 ,69356931.05,0.136753,0.458613,-0.084906
600887,2014 ,6 ,67661312.41,0.21497,0.474259,-0.024448
600887,2014 ,7 ,81328407.22,0.214793,0.536564,0.231264
600887,2014 ,8 ,81389694.64,0.154128,0.497598,0.000754
600887,2014 ,9 ,79367209.75,0.239834,0.432101,-0.024849
600887,2014 ,10 ,73514261.08,0.278928,0.45654,-0.073745
600887,2014 ,11 ,75169021.44,0.500667,0.456614,0.022509
600887,2014 ,12 ,87732942.67,0.755634,0.449018,0.167142
600887,2015 ,1 ,83657329.2,0.411908,0.42276,-0.046455
600887,2015 ,2 ,86537837.97,0.204725,0.413911,0.034432
600893,2008 ,11 ,3689087.39,1.233956,0.908866,-0.427648
600893,2008 ,12 ,4219891.34,1.971241,0.901382,0.143885
600893,2009 ,1 ,6511195.02,0.992779,1.029949,0.542977
600893,2009 ,2 ,5958274.24,1.774263,1.001755,-0.084918
600893,2009 ,3 ,7064115.79,1.096272,0.994335,0.185598
600893,2009 ,4 ,8395549.01,1.68997,0.987613,0.188478
600893,2009 ,5 ,9687171.93,0.873391,0.98619,0.153846
600893,2009 ,6 ,8590177.12,0.555121,0.954398,-0.108717
600893,2009 ,7 ,10368370.33,1.159634,0.964901,0.207003
600893,2009 ,8 ,8395549.01,0.808596,0.977619,-0.190273
600893,2009 ,9 ,8660950.98,0.730389,0.977441,0.031612
600893,2009 ,10 ,9289068.98,0.36994,0.962187,0.072523
600893,2009 ,11 ,11894431.66,0.760252,0.989068,0.280476
600893,2009 ,12 ,11496328.7,0.628991,0.976837,-0.03347
600893,2010 ,1 ,14725582.28,0.526692,0.957096,0.040015
600893,2010 ,2 ,16283672.01,0.200657,1.027701,0.105808
600893,2010 ,3 ,16354494.27,0.452916,1.040302,0.004349
600893,2010 ,4 ,14954392.66,0.476362,1.033655,-0.08561
600893,2010 ,5 ,14011911.81,0.307469,1.02644,-0.063024
600893,2010 ,6 ,13205627.62,0.218258,0.991963,-0.054791
600893,2010 ,7 ,14060942.61,0.191797,0.969385,0.064769
600893,2010 ,8 ,16610543.98,0.576396,0.95451,0.181325
600893,2010 ,9 ,19432538.66,0.96611,0.917537,0.169892
600893,2010 ,10 ,19699484.11,0.715051,0.90355,0.013737
600893,2010 ,11 ,17852657.47,0.831051,1.021727,-0.09375
600893,2010 ,12 ,17040925.41,0.552343,0.971924,-0.045468
600893,2011 ,1 ,16556065.32,0.377445,0.971044,-0.028453
600893,2011 ,2 ,17694669.35,0.356988,0.970177,0.068773
600893,2011 ,3 ,17879896.8,0.670009,0.972458,0.010468
600893,2011 ,4 ,16256432.68,0.282351,0.955172,-0.090798
600893,2011 ,5 ,14741925.88,0.17399,0.970601,-0.093164
600893,2011 ,6 ,18838721.25,0.684021,1.000417,0.28242
600893,2011 ,7 ,19459777.99,1.078157,0.985983,0.032967
600893,2011 ,8 ,18097811.45,0.555299,0.997493,-0.069989
600893,2011 ,9 ,15123276.52,0.280785,1.023909,-0.164359
600893,2011 ,10 ,13946537.42,0.464512,1.019233,-0.07781
600893,2011 ,11 ,14284305.12,0.197683,0.99757,0.024219
600893,2011 ,12 ,14807300.28,0.18929,0.911558,0.036613
600893,2012 ,1 ,14687447.22,0.084492,0.744282,-0.008094
600893,2012 ,2 ,16659574.78,0.305287,0.766604,0.134273
600893,2012 ,3 ,15559105.81,0.282627,0.776056,-0.066056
600893,2012 ,4 ,16648679.05,0.134644,0.771839,0.070028
600893,2012 ,5 ,16430764.4,0.164847,0.77434,-0.013089
600893,2012 ,6 ,14175347.8,0.106953,0.790299,-0.133178
600893,2012 ,7 ,12126950.12,0.13996,0.814703,-0.144504
600893,2012 ,8 ,12039784.26,0.136695,0.819198,-0.007188
600893,2012 ,9 ,12748006.86,0.17986,1.007734,0.058824
600893,2012 ,10 ,11985305.6,0.068328,0.796955,-0.059829
600893,2012 ,11 ,11037376.88,0.156235,1.082955,-0.079091
600893,2012 ,12 ,13761309.97,0.167194,1.099744,0.246792
600893,2013 ,1 ,15504627.15,0.325225,0.95878,0.126683
600893,2013 ,6 ,17956166.93,0.296293,0.84633,0.164141
600893,2013 ,7 ,17247944.33,0.353708,0.848816,-0.039442
600893,2013 ,8 ,18740659.66,0.246629,0.821569,0.086545
600893,2013 ,9 ,17803626.68,0.270836,0.795757,-0.05
600893,2013 ,10 ,18283038.9,0.155363,0.829771,0.026928
600893,2013 ,11 ,23534781.9,0.408487,0.838369,0.287247
600893,2013 ,12 ,20843536,0.278069,0.814638,-0.114352
600893,2014 ,1 ,26095279,0.268198,0.791215,0.25196
600893,2014 ,2 ,25114663.09,0.303418,0.796496,-0.037578
600893,2014 ,3 ,22706706.24,0.195813,0.721006,-0.095879
600893,2014 ,4 ,24079568.52,0.151425,0.723472,0.060461
600893,2014 ,5 ,23785383.74,0.150029,0.727721,-0.008424
600893,2014 ,6 ,50218482.19,0.222859,0.732515,0.180486
600893,2014 ,7 ,48191814.69,0.285548,0.689905,-0.040357
600893,2014 ,8 ,55967202.5,0.338465,0.694136,0.161343
600893,2014 ,9 ,57915921.25,0.380047,0.650033,0.034819
600893,2014 ,10 ,58110793.13,0.253332,0.644705,0.003365
600893,2014 ,11 ,54174381.25,0.2259,0.637385,-0.06774
600893,2014 ,12 ,56434895,0.550552,0.604864,0.041727
600893,2015 ,1 ,60838999.38,0.377815,0.601302,0.078039
600893,2015 ,2 ,63801051.88,0.159175,0.619653,0.048687
600900,2008 ,1 ,159440727.6,0.203439,0.361105,-0.130836
600900,2008 ,2 ,163958528.7,0.05784,0.361077,0.028335
600900,2008 ,3 ,132239800.7,0.089197,0.408018,-0.193456
600900,2008 ,4 ,131675075.5,0.200327,0.413604,-0.00427
600900,2008 ,5 ,137887052,0.050467,0.408197,0.047177
600900,2009 ,5 ,123957165.5,0.278319,0.401197,-0.083165
600900,2009 ,6 ,129698537.6,0.37567,0.408363,0.046317
600900,2009 ,7 ,148146225.1,0.600196,0.422106,0.142235
600900,2009 ,8 ,125086615.7,0.330202,0.447104,-0.143701
600900,2009 ,9 ,125839582.6,0.17125,0.456655,0.00602
600900,2009 ,10 ,123015956.9,0.136947,0.448223,-0.022438
600900,2009 ,11 ,148060000,0.277513,0.440991,0.029839
600900,2009 ,12 ,146960000,0.226343,0.441971,-0.007429
600900,2010 ,1 ,140580000,0.161229,0.449654,-0.043413
600900,2010 ,2 ,142890000,0.075452,0.469154,0.016432
600900,2010 ,3 ,137720000,0.105042,0.4693,-0.036182
600900,2010 ,4 ,150150000,0.238886,0.441972,0.090256
600900,2010 ,5 ,134750000,0.128867,0.459289,-0.102564
600900,2010 ,6 ,137390000,0.062073,0.461018,0.019592
600900,2010 ,7 ,135630000,0.091255,0.44456,0.017165
600900,2010 ,8 ,130680000,0.10901,0.439668,-0.036496
600900,2010 ,9 ,126390000,0.082979,0.442027,-0.032828
600900,2010 ,10 ,134145000,0.164942,0.44288,0.061358
600900,2010 ,11 ,124905000,0.180252,0.447303,-0.068881
600900,2010 ,12 ,124905000,0.105991,0.450703,0
600900,2011 ,1 ,129525000,0.094478,0.44477,0.036988
600900,2011 ,2 ,128370000,0.075653,0.438023,-0.008917
600900,2011 ,3 ,131505000,0.156826,0.438367,0.024422
600900,2011 ,4 ,135795000,0.111531,0.452183,0.032622
600900,2011 ,5 ,122100000,0.121169,0.465023,-0.100851
600900,2011 ,6 ,118965000,0.058876,0.456065,0.008939
600900,2011 ,7 ,111210000,0.072242,0.459476,-0.065187
600900,2011 ,8 ,104280000,0.053212,0.464334,-0.062315
600900,2011 ,9 ,103290000,0.046098,0.458208,-0.009494
600900,2011 ,10 ,108240000,0.040348,0.456274,0.047923
600900,2011 ,11 ,107415000,0.049307,0.445983,-0.007622
600900,2011 ,12 ,104940000,0.040884,0.433295,-0.023041
600900,2012 ,1 ,107085000,0.035386,0.418497,0.02044
600900,2012 ,2 ,107745000,0.058776,0.40853,0.006163
600900,2012 ,3 ,107580000,0.062669,0.41579,-0.001531
600900,2012 ,4 ,106920000,0.028665,0.422796,-0.006135
600900,2012 ,5 ,113850000,0.051458,0.488104,0.064815
600900,2012 ,6 ,112200000,0.031876,0.435568,-0.014493
600900,2012 ,7 ,108570000,0.031639,0.410951,0.004918
600900,2012 ,8 ,106755000,0.027913,0.411935,-0.016717
600900,2012 ,9 ,106590000,0.038442,0.452167,-0.001546
600900,2012 ,10 ,105930000,0.024381,0.418318,-0.006192
600900,2012 ,11 ,104940000,0.021744,0.35387,-0.009346
600900,2012 ,12 ,113355000,0.047973,0.348828,0.080189
600900,2013 ,1 ,124575000,0.07165,0.361916,0.098981
600900,2013 ,2 ,119955000,0.043127,0.28002,-0.037086
600900,2013 ,3 ,122595000,0.047552,0.276382,0.022008
600900,2013 ,4 ,117645000,0.025604,0.288288,-0.040377
600900,2013 ,5 ,124740000,0.038165,0.317897,0.060308
600900,2013 ,6 ,114180000,0.039329,0.327638,-0.084656
600900,2013 ,7 ,113850000,0.045941,0.287825,0.047283
600900,2013 ,8 ,110550000,0.038849,0.216761,-0.028986
600900,2013 ,9 ,109725000,0.035055,0.2148,-0.007463
600900,2013 ,10 ,106590000,0.034522,0.233009,-0.028571
600900,2013 ,11 ,108405000,0.03739,0.234142,0.017028
600900,2013 ,12 ,104280000,0.044675,0.238936,-0.038052
600900,2014 ,1 ,99495000,0.0337,0.238121,-0.045886
600900,2014 ,2 ,98505000,0.036263,0.235056,-0.00995
600900,2014 ,3 ,95205000,0.047578,0.240382,-0.033501
600900,2014 ,4 ,93885000,0.029989,0.270782,-0.013865
600900,2014 ,5 ,99495000,0.024839,0.246248,0.059754
600900,2014 ,6 ,102630000,0.026038,0.269062,0.031509
600900,2014 ,7 ,112530000,0.043647,0.330854,0.146781
600900,2014 ,8 ,122925000,0.047717,0.364892,0.092375
600900,2014 ,9 ,130350000,0.055517,0.372611,0.060403
600900,2014 ,10 ,136290000,0.068953,0.366786,0.04557
600900,2014 ,11 ,144705000,0.085644,0.371154,0.061743
600900,2014 ,12 ,176055000,0.258495,0.39127,0.216648
600900,2015 ,1 ,167970000,0.145205,0.384517,-0.045923
600900,2015 ,2 ,165495000,0.058778,0.392238,-0.014735
600971,2008 ,1 ,9333336,0.401614,,-0.021529
600971,2008 ,2 ,8513796,0.13881,,-0.087808
600971,2008 ,3 ,6631682.71,0.155713,,-0.221067
600971,2008 ,4 ,7328763,0.506283,,0.105114
600971,2008 ,5 ,6974570.85,0.624902,,-0.048329
600971,2008 ,6 ,4804202.93,0.39708,,-0.311183
600971,2008 ,7 ,4847534.96,0.444284,,0.00902
600971,2008 ,8 ,2991793.83,0.385451,0.92292,-0.382822
600971,2008 ,9 ,2622529.6,0.47995,0.925208,-0.123426
600971,2008 ,10 ,1686181.2,0.329094,0.981582,-0.35704
600971,2008 ,11 ,1955593.39,1.331368,0.976852,0.159777
600971,2008 ,12 ,2089357.49,1.551928,0.981505,0.068401
600971,2009 ,1 ,2916434.07,0.907876,1.008242,0.395852
600971,2009 ,2 ,2780789.71,0.942997,0.996828,-0.046512
600971,2009 ,3 ,3999740.22,1.738975,1.048119,0.438347
600971,2009 ,4 ,4614981.62,1.143753,1.052383,0.155045
600971,2009 ,5 ,5054068.07,1.431983,1.037019,0.095144
600971,2009 ,6 ,6003386.55,1.242544,1.037157,0.152036
600971,2009 ,7 ,8844738.01,1.744042,1.065534,0.473291
600971,2009 ,8 ,6321712.23,1.487399,1.116802,-0.285257
600971,2009 ,9 ,6502827.49,1.048678,1.118277,0.010817
600971,2009 ,10 ,8000157.51,0.721604,1.121972,0.230258
600971,2009 ,11 ,9035561.56,1.273802,1.113894,0.082184
600971,2009 ,12 ,13345904.51,0.548623,1.118947,-0.062084
600971,2010 ,1 ,11728936.17,0.499014,1.1265,-0.121158
600971,2010 ,2 ,11476531.36,0.291095,1.126859,-0.02152
600971,2010 ,3 ,11535688.74,0.591803,1.127536,0.005155
600971,2010 ,4 ,12809544.28,0.747014,1.109218,0.110427
600971,2010 ,5 ,10522125.66,0.69325,1.168938,-0.178571
600971,2010 ,6 ,8984033.83,0.28473,1.176598,-0.146177
600971,2010 ,7 ,10715373.1,0.723036,1.176274,0.192713
600971,2010 ,8 ,11859082.41,1.039742,1.176478,0.106735
600971,2010 ,9 ,12210082.85,0.609652,1.177775,0.029598
600971,2010 ,10 ,18654293.24,2.072389,1.205875,0.527778
600971,2010 ,11 ,19590985.84,1.968341,1.208692,-0.055391
600971,2010 ,12 ,22783071.27,1.279961,1.196885,0.162936
600971,2011 ,1 ,18630729.37,0.806046,1.253297,-0.182256
600971,2011 ,2 ,19937379.72,0.560983,1.218764,0.070134
600971,2011 ,3 ,18288720.22,1.240484,1.287523,-0.082692
600971,2011 ,4 ,17328463.75,0.509107,1.443968,-0.034419
600971,2011 ,5 ,16841758.42,0.342828,1.399969,-0.028087
600971,2011 ,6 ,17696781.3,0.365035,1.42477,0.050768
600971,2011 ,7 ,21708811.75,1.35893,1.471993,0.22671
600971,2011 ,8 ,21130027.03,0.779804,1.441974,-0.026661
600971,2011 ,9 ,19320078.63,0.266301,1.407923,-0.085658
600971,2011 ,10 ,17830072.57,0.475184,1.401216,-0.077122
600971,2011 ,11 ,15400062.68,0.669206,1.399096,-0.136287
600971,2011 ,12 ,13230053.85,0.297244,1.411784,-0.140909
600971,2012 ,1 ,15960064.96,1.008821,1.425104,0.206349
600971,2012 ,2 ,17810072.49,1.39174,1.443213,0.115915
600971,2012 ,3 ,14450058.81,0.817875,1.476894,-0.188658
600971,2012 ,4 ,16580067.48,0.456125,1.49096,0.147405
600971,2012 ,5 ,16140065.69,0.64542,1.490317,-0.026538
600971,2012 ,6 ,13930056.7,0.289472,1.520199,-0.136927
600971,2012 ,7 ,13280054.05,0.320086,1.522399,-0.046662
600971,2012 ,8 ,12720051.77,0.267716,1.491412,-0.042169
600971,2012 ,9 ,13880056.49,0.286462,1.485938,0.091195
600971,2012 ,10 ,13370054.42,0.206481,1.503803,-0.036744
600971,2012 ,11 ,11390046.36,0.196425,1.574616,-0.148093
600971,2012 ,12 ,12880052.42,0.178103,1.523622,0.130817
600971,2013 ,1 ,13410054.58,0.213841,1.459468,0.041149
600971,2013 ,2 ,12800052.1,0.14336,1.496414,-0.045488
600971,2013 ,3 ,11300045.99,0.105036,1.441063,-0.117187
600971,2013 ,4 ,9410038.3,0.070917,1.449459,-0.167257
600971,2013 ,5 ,10760043.79,0.187436,1.440522,0.143464
600971,2013 ,6 ,7700031.34,0.111445,1.444751,-0.263963
600971,2013 ,7 ,7470030.4,0.142433,1.312693,-0.02987
600971,2013 ,8 ,8070032.84,0.249087,1.257526,0.080321
600971,2013 ,9 ,7980032.48,0.157351,1.251936,-0.011152
600971,2013 ,10 ,7600030.93,0.11928,1.217451,-0.047619
600971,2013 ,11 ,7770031.62,0.097231,1.249097,0.022368
600971,2013 ,12 ,7130029.02,0.108845,1.25712,-0.082368
600971,2014 ,1 ,6080024.75,0.0636,1.25777,-0.147265
600971,2014 ,2 ,5600022.79,0.086311,1.263042,-0.078947
600971,2014 ,3 ,5410022.02,0.145034,1.266424,-0.033929
600971,2014 ,4 ,5160021,0.109395,1.324017,-0.046211
600971,2014 ,5 ,5430022.1,0.303476,1.310787,0.052326
600971,2014 ,6 ,5340021.73,0.131247,1.305818,-0.016575
600971,2014 ,7 ,6280025.56,0.332852,1.335812,0.197143
600971,2014 ,8 ,6040024.58,0.265309,1.312881,-0.038217
600971,2014 ,9 ,6880028,0.342118,1.297247,0.139073
600971,2014 ,10 ,7020028.57,0.286434,1.146402,0.020349
600971,2014 ,11 ,7360029.96,0.341198,1.138775,0.048433
600971,2014 ,12 ,8730035.53,0.71142,1.182197,0.186141
600971,2015 ,1 ,8070032.84,0.486018,1.143088,-0.075601
600971,2015 ,2 ,8110033.01,0.153106,1.138206,0.004957
601006,2008 ,1 ,269916548.2,0.22775,,-0.188134
601006,2008 ,2 ,256031418.1,0.154632,,-0.051442
601006,2008 ,3 ,224497898.3,0.108844,,-0.123163
601006,2008 ,4 ,213986725,0.161618,,-0.046821
601006,2008 ,5 ,194781124.5,0.109688,,-0.089751
601006,2008 ,6 ,176613664.5,0.096638,,-0.093271
601006,2008 ,7 ,168957377.8,0.084715,,-0.021326
601006,2008 ,8 ,157278296.4,0.050554,,-0.069124
601006,2008 ,9 ,167400166.9,0.088896,,0.064356
601006,2008 ,10 ,125615009,0.074595,,-0.249612
601006,2008 ,11 ,113806160,0.275207,,-0.094008
601006,2008 ,12 ,104073592.2,0.399177,,-0.085519
601006,2009 ,1 ,109913132.9,0.174892,,0.05611
601006,2009 ,2 ,107058246.3,0.551074,,-0.025974
601006,2009 ,3 ,115752673.6,0.457105,,0.081212
601006,2009 ,4 ,123538727.9,0.710309,,0.067265
601006,2009 ,5 ,120035003.4,0.385682,,-0.028361
601006,2009 ,6 ,137423858,0.655669,,0.144865
601006,2009 ,7 ,146377820.4,0.733078,,0.096119
601006,2009 ,8 ,122500587.3,0.130394,,-0.163121
601006,2009 ,9 ,120294538.6,0.087111,,-0.018008
601006,2009 ,10 ,126523382,0.056365,,0.05178
601006,2009 ,11 ,141446652.7,0.133618,,0.117949
601006,2009 ,12 ,133660598.4,0.113992,,-0.055046
601006,2010 ,1 ,126523382,0.087287,,-0.053398
601006,2010 ,2 ,125744776.6,0.031386,,-0.006154
601006,2010 ,3 ,124576868.4,0.050197,,-0.009288
601006,2010 ,4 ,117958722.3,0.058008,,-0.053125
601006,2010 ,5 ,110302435.6,0.039738,,-0.064906
601006,2010 ,6 ,106020105.7,0.027577,,-0.003444
601006,2010 ,7 ,111859646.4,0.046592,,0.05508
601006,2010 ,8 ,111470343.7,0.05061,0.549308,-0.00348
601006,2010 ,9 ,109134527.4,0.056823,0.548289,-0.020955
601006,2010 ,10 ,115103835.7,0.082349,0.5498,0.054697
601006,2010 ,11 ,120272343.2,0.144542,0.552437,-0.082759
601006,2010 ,12 ,116258309.5,0.078407,0.551064,-0.033375
601006,2011 ,1 ,128746414.3,0.091219,0.496621,0.107417
601006,2011 ,2 ,124435044.8,0.059334,0.494243,-0.033487
601006,2011 ,3 ,127259735.2,0.083897,0.480892,0.0227
601006,2011 ,4 ,133503787.6,0.070998,0.485391,0.049065
601006,2011 ,5 ,125475720.2,0.065376,0.488526,-0.060134
601006,2011 ,6 ,121759022.3,0.042838,0.517648,0.01278
601006,2011 ,7 ,112987615.3,0.052918,0.536662,-0.072039
601006,2011 ,8 ,111649604.1,0.052138,0.517392,-0.011842
601006,2011 ,9 ,106594895,0.03822,0.485751,-0.045273
601006,2011 ,10 ,114176958.7,0.037127,0.487918,0.07113
601006,2011 ,11 ,110757596.6,0.042762,0.481601,-0.029948
601006,2011 ,12 ,110906264.5,0.033195,0.416297,0.001342
601006,2012 ,1 ,114474294.5,0.036701,0.400938,0.032172
601006,2012 ,2 ,113284951.2,0.066474,0.402493,-0.01039
601006,2012 ,3 ,110757596.6,0.062979,0.388935,-0.02231
601006,2012 ,4 ,111054932.4,0.046472,0.384627,0.002685
601006,2012 ,5 ,110608928.7,0.067655,0.379847,-0.004016
601006,2012 ,6 ,104513544.2,0.036241,0.388979,-0.055108
601006,2012 ,7 ,88011405.63,0.060939,0.405745,-0.104924
601006,2012 ,8 ,89052081.03,0.038498,0.422787,0.011824
601006,2012 ,9 ,90687428.1,0.036383,0.444386,0.018364
601006,2012 ,10 ,89795420.61,0.027988,0.354188,-0.009836
601006,2012 ,11 ,93660786.39,0.03189,0.398536,0.043046
