Stkcd,Trdmnt,,Msmvttl,Dturn,Beta,Mretwd
证券代码,月份,,个股总市值,换手率,Beta值,考虑现金红利再投资的月个股回报率
没有单位,没有单位,,千元,没有单位,没有单位,没有单位
600123,2010 ,10 ,23430624,0.606937,0.944424,0.355585
600123,2010 ,11 ,24384528,0.583412,0.941558,0.040712
600123,2010 ,12 ,26892096,0.439285,0.928417,0.102834
600123,2011 ,1 ,21751296,0.360596,0.992748,-0.191164
600123,2011 ,2 ,24070368,0.259303,1.019972,0.106618
600123,2011 ,3 ,22162560,0.426624,1.057836,-0.07926
600123,2011 ,4 ,23721936,0.27466,1.13141,0.070361
600123,2011 ,5 ,21294336,0.156738,1.134489,-0.090693
600123,2011 ,6 ,23864736,0.224645,1.179181,0.120708
600123,2011 ,7 ,26218080,0.353842,1.182526,0.098612
600123,2011 ,8 ,25818240,0.291158,1.190843,-0.015251
600123,2011 ,9 ,24744384,0.174152,1.15134,-0.041593
600123,2011 ,10 ,25366992,0.151805,1.132412,0.025162
600123,2011 ,11 ,22391040,0.214995,1.133695,-0.117316
600123,2011 ,12 ,22208256,0.145867,1.143175,-0.008163
600123,2012 ,1 ,23019360,0.140045,1.14752,0.036523
600123,2012 ,2 ,24932880,0.19994,1.14963,0.083127
600123,2012 ,3 ,25378416,0.274827,1.137836,0.017869
600123,2012 ,4 ,26863536,0.255072,1.161625,0.058519
600123,2012 ,5 ,27674640,0.38618,1.160175,0.030193
600123,2012 ,6 ,20631744,0.338098,1.217017,-0.245104
600123,2012 ,7 ,22025472,0.507798,1.19276,0.067553
600123,2012 ,8 ,20003424,0.368889,1.203364,-0.091805
600123,2012 ,9 ,22528128,0.381689,1.196746,0.126214
600123,2012 ,10 ,21751296,0.264547,1.144907,-0.034483
600123,2012 ,11 ,19660704,0.204671,1.249809,-0.096113
600123,2012 ,12 ,23179296,0.460625,1.237935,0.178966
600123,2013 ,1 ,25155648,0.524909,1.148678,0.085264
600123,2013 ,2 ,23864736,0.319019,1.189799,-0.051317
600123,2013 ,3 ,20380416,0.303449,1.088037,-0.146003
600123,2013 ,4 ,20231904,0.145139,1.049034,-0.007287
600123,2013 ,5 ,19043808,0.312017,0.961499,-0.058724
600123,2013 ,6 ,14451360,0.180922,1.001966,-0.241152
600123,2013 ,7 ,13731648,0.306916,0.97884,-0.00161
600123,2013 ,8 ,15273888,0.427079,0.959207,0.112313
600123,2013 ,9 ,15136800,0.263423,0.952368,-0.008975
600123,2013 ,10 ,13743072,0.239643,0.949773,-0.092075
600123,2013 ,11 ,14439936,0.190215,0.952926,0.050707
600123,2013 ,12 ,12189408,0.181644,0.97148,-0.155854
600123,2014 ,1 ,10270176,0.188491,0.973517,-0.157451
600123,2014 ,2 ,9481920,0.187423,0.962978,-0.076752
600123,2014 ,3 ,9470496,0.231304,0.96496,-0.001205
600123,2014 ,4 ,8636544,0.200005,0.955341,-0.088058
600123,2014 ,5 ,8785056,0.20218,0.959988,0.017196
600123,2014 ,6 ,8590848,0.112685,0.920742,-0.022107
600123,2014 ,7 ,9424800,0.306451,0.929991,0.134065
600123,2014 ,8 ,9344832,0.379902,0.940898,-0.008485
600123,2014 ,9 ,10121664,0.381372,0.920103,0.08313
600123,2014 ,10 ,9870336,0.289155,0.816527,-0.024831
600123,2014 ,11 ,10909920,0.734298,0.836713,0.105324
600123,2014 ,12 ,11766720,1.062709,0.860681,0.078534
600123,2015 ,1 ,10761408,0.697476,0.818312,-0.085437
600123,2015 ,2 ,10944192,0.218943,0.798022,0.016985
600150,2008 ,1 ,143662134.1,0.174454,0.838083,-0.131777
600150,2008 ,2 ,121155088.5,0.157721,0.814119,-0.156667
600150,2008 ,3 ,80546998.32,0.288992,0.896252,-0.335174
600150,2008 ,4 ,85403537.75,0.624276,0.902695,0.060294
600150,2008 ,5 ,67514511.22,0.450837,0.926332,-0.209465
600150,2008 ,6 ,50069397.58,0.316501,0.938699,-0.250761
600150,2008 ,7 ,51036730.12,0.473949,0.932933,0.01932
600150,2008 ,8 ,38381900.25,0.229379,0.95956,-0.247955
600150,2008 ,9 ,36414107.33,0.412838,0.961977,-0.051269
600150,2008 ,10 ,22507045.6,0.444925,1.029228,-0.381914
600150,2008 ,11 ,24620600.95,0.624501,1.007558,0.093906
600150,2008 ,12 ,25336162.01,0.694289,1.004427,0.029064
600150,2009 ,1 ,29583149.42,0.425204,1.007308,0.167626
600150,2009 ,2 ,29954181.08,1.128728,0.999583,0.012542
600150,2009 ,3 ,37262179.7,0.995287,1.000214,0.243973
600150,2009 ,4 ,41303774.58,1.22034,1.032432,0.108464
600150,2009 ,5 ,40760478.22,0.490375,1.020519,-0.013154
600150,2009 ,6 ,42045837.9,0.403317,1.021369,0.047747
600150,2009 ,7 ,59179549.97,0.731269,1.058123,0.407501
600150,2009 ,8 ,45477880.77,0.716338,1.086246,-0.231527
600150,2009 ,9 ,45365246.16,0.361646,1.086967,-0.002477
600150,2009 ,10 ,48088353.53,0.180817,1.081452,0.060026
600150,2009 ,11 ,52487728.94,0.452224,1.071144,0.091485
600150,2009 ,12 ,51573400.92,0.2527,1.073009,-0.01742
600150,2010 ,1 ,47021637.5,0.24414,1.079847,-0.088258
600150,2010 ,2 ,47054765.33,0.0853,1.075718,0.000705
600150,2010 ,3 ,46259697.48,0.176467,1.084659,-0.016897
600150,2010 ,4 ,42158472.51,0.192743,1.071111,-0.088657
600150,2010 ,5 ,41953079.99,0.231316,1.069382,-0.004872
600150,2010 ,6 ,36712257.77,0.103349,1.06806,-0.124921
600150,2010 ,7 ,39587753.15,0.126272,1.052178,0.093721
600150,2010 ,8 ,40409323.25,0.1961,1.049325,0.020753
600150,2010 ,9 ,39296228.27,0.066896,1.047597,-0.027545
600150,2010 ,10 ,43476960.02,0.175541,1.045752,0.10639
600150,2010 ,11 ,40667720.3,0.220865,1.047162,-0.064614
600150,2010 ,12 ,44888205.45,0.169773,1.03594,0.10378
600150,2011 ,1 ,51666158.83,0.234941,0.940495,0.150996
600150,2011 ,2 ,52978020.78,0.080605,0.904974,0.025391
600150,2011 ,3 ,51248748.21,0.169396,0.892937,-0.032641
600150,2011 ,4 ,46484966.71,0.094473,0.98872,-0.092954
600150,2011 ,5 ,45100223.54,0.065342,0.962052,-0.029789
600150,2011 ,6 ,49022558.25,0.096533,1.059925,0.086969
600150,2011 ,7 ,48509739.45,0.122612,1.099361,-0.002948
600150,2011 ,8 ,41778165.03,0.085585,1.09195,-0.138767
600150,2011 ,9 ,33127826.88,0.060934,1.074899,-0.207054
600150,2011 ,10 ,36742735.34,0.065482,1.090307,0.10912
600150,2011 ,11 ,32406965.36,0.076361,1.081857,-0.118003
600150,2011 ,12 ,27456342.91,0.065144,1.065728,-0.152764
600150,2012 ,1 ,29915752.78,0.054788,1.064779,0.089575
600150,2012 ,2 ,32004130.99,0.088506,1.089493,0.069809
600150,2012 ,3 ,34187917.34,0.298325,1.028091,0.068235
600150,2012 ,4 ,39265750.64,0.178182,1.048793,0.148527
600150,2012 ,5 ,33668473.01,0.21634,1.036622,-0.142549
600150,2012 ,6 ,31655361.23,0.082129,1.038335,-0.050672
600150,2012 ,7 ,28527034.28,0.073287,1.044796,-0.098825
600150,2012 ,8 ,24682086.18,0.05919,1.041491,-0.134783
600150,2012 ,9 ,27989568.42,0.185964,1.048897,0.134003
600150,2012 ,10 ,26790606.11,0.068351,0.978312,-0.042836
600150,2012 ,11 ,26404733.18,0.055011,0.988901,-0.014403
600150,2012 ,12 ,32027452.98,0.16852,1.012856,0.212944
600150,2013 ,1 ,31862078.87,0.274649,1.002174,-0.005164
600150,2013 ,2 ,33433132.93,0.130836,1.018499,0.049308
600150,2013 ,3 ,26528763.76,0.115388,1.028893,-0.206513
600150,2013 ,4 ,25233333.22,0.061813,1.019881,-0.048831
600150,2013 ,5 ,26597669.64,0.087635,1.014507,0.054069
600150,2013 ,6 ,22284161.56,0.094754,1.010032,-0.161724
600150,2013 ,7 ,21209229.83,0.085832,0.875571,-0.048237
600150,2013 ,8 ,24282432.08,0.145654,0.856908,0.144899
600150,2013 ,9 ,25398707.33,0.215672,0.860755,0.04597
600150,2013 ,10 ,23496905.05,0.07376,0.874146,-0.074878
600150,2013 ,11 ,30277243.63,0.172707,0.937419,0.288563
600150,2013 ,12 ,33336664.7,0.227801,0.913946,0.101047
600150,2014 ,1 ,30042963.64,0.153386,0.913647,-0.098801
600150,2014 ,2 ,29477935.42,0.144472,0.918841,-0.018807
600150,2014 ,3 ,25495175.56,0.128765,0.927213,-0.13511
600150,2014 ,4 ,25605424.97,0.135708,0.921777,0.004324
600150,2014 ,5 ,26763043.75,0.105932,0.956907,0.04521
600150,2014 ,6 ,29023156.61,0.105503,0.952674,0.084449
600150,2014 ,7 ,32812980.01,0.268636,1.00016,0.130579
600150,2014 ,8 ,33047260,0.182701,1.008973,0.007568
600150,2014 ,9 ,50163480.57,0.567197,1.21264,0.517932
600150,2014 ,10 ,55662169.78,0.611592,1.222751,0.109615
600150,2014 ,11 ,51651847.57,0.427899,1.168087,-0.072048
600150,2014 ,12 ,50797414.66,0.800487,1.178195,-0.016542
600150,2015 ,1 ,49763826.46,0.428246,1.192365,-0.020347
600150,2015 ,2 ,50576915.85,0.198817,1.208643,0.016339
600166,2008 ,1 ,9866727.36,0.375614,1.21946,-0.073171
600166,2008 ,2 ,10069579.49,0.131825,1.220311,0.020559
600166,2008 ,3 ,8844352.65,0.242326,1.174407,-0.121676
600166,2008 ,4 ,8820010.4,0.166713,1.152313,-0.002752
600166,2008 ,5 ,7635353.99,0.17973,1.170941,-0.134315
600166,2008 ,6 ,5225470.74,0.122841,1.166588,-0.308702
600166,2008 ,7 ,6414859.5,0.187472,1.15821,0.086957
600166,2008 ,8 ,5040246.75,0.082703,1.141064,-0.214286
600166,2008 ,9 ,4765324.2,0.137796,1.138559,-0.054545
600166,2008 ,10 ,3024148.05,0.142385,1.189161,-0.365385
600166,2008 ,11 ,3848915.7,0.322715,1.198926,0.272727
600166,2008 ,12 ,4407924.89,0.594347,1.20489,0.191047
600166,2009 ,1 ,5745881.3,0.875191,1.225707,0.303534
600166,2009 ,2 ,7899441.27,1.433668,1.253418,0.374801
600166,2009 ,3 ,8843342.03,1.140221,1.193957,0.11949
600166,2009 ,4 ,11592567.53,1.069922,1.210668,0.310881
600166,2009 ,5 ,12234053.48,0.745466,1.206735,0.055336
600166,2009 ,6 ,12142412.63,0.827476,1.197879,-0.005859
600166,2009 ,7 ,13791947.93,0.823497,1.1815,0.135849
600166,2009 ,8 ,11785013.31,0.441454,1.184937,-0.145515
600166,2009 ,9 ,13590338.06,0.696224,1.181756,0.153188
600166,2009 ,10 ,16962721.34,0.377084,1.17897,0.248146
600166,2009 ,11 ,17879129.84,0.555158,1.163768,0.054025
600166,2009 ,12 ,17457581.93,0.442981,1.164189,-0.023578
600166,2010 ,1 ,16660306.53,0.459544,1.169319,-0.045669
600166,2010 ,2 ,18300677.75,0.187697,1.170063,0.09846
600166,2010 ,3 ,18703897.49,0.423969,1.171532,0.022033
600166,2010 ,4 ,17924950.26,0.44235,1.167432,-0.041646
600166,2010 ,5 ,17365941.08,0.349135,1.189547,-0.021461
600166,2010 ,6 ,15753062.12,0.291456,1.183117,-0.092876
600166,2010 ,7 ,18319005.92,0.397952,1.174954,0.162885
600166,2010 ,8 ,20069346.15,0.395238,1.174211,0.095548
600166,2010 ,9 ,21497553.6,0.294417,1.172713,-0.069406
600166,2010 ,10 ,28375083.02,0.489038,1.182451,0.319921
600166,2010 ,11 ,26012250.83,0.459115,1.185744,-0.083271
600166,2010 ,12 ,25611413.22,0.290888,1.189403,-0.01541
600166,2011 ,1 ,22425809.11,0.280951,1.205609,-0.124382
600166,2011 ,2 ,24493287.28,0.316737,1.20302,0.092192
600166,2011 ,3 ,24567125.78,0.622912,1.19182,0.003015
600166,2011 ,4 ,21402618.38,0.295284,1.13694,-0.128811
600166,2011 ,5 ,18544013.36,0.159188,1.112732,-0.121506
600166,2011 ,6 ,18311949.49,0.231746,1.122136,-0.012514
600166,2011 ,7 ,17700144.72,0.325126,1.165985,-0.03341
600166,2011 ,8 ,16560922.06,0.180103,1.196458,-0.064362
600166,2011 ,9 ,15674859.99,0.267892,1.182343,-0.053503
600166,2011 ,10 ,15970214.01,0.190379,1.168866,0.018843
600166,2011 ,11 ,15063055.22,0.260018,1.15651,-0.056803
600166,2011 ,12 ,12257192,0.183562,1.167723,-0.186275
600166,2012 ,1 ,13776155.55,0.156935,1.170339,0.123924
600166,2012 ,2 ,15780343.57,0.305992,1.181988,0.145482
600166,2012 ,3 ,14387960.31,0.420909,1.2192,-0.071582
600166,2012 ,4 ,15970214.01,0.313152,1.22058,0.109971
600166,2012 ,5 ,17974402.03,0.747342,1.212553,0.125495
600166,2012 ,6 ,20089151.94,0.294614,1.214592,-0.160798
600166,2012 ,7 ,18459542.41,0.218992,1.216127,-0.081119
600166,2012 ,8 ,17307577.06,0.237341,1.235552,-0.062405
600166,2012 ,9 ,17279480.34,0.207629,1.240083,-0.001623
600166,2012 ,10 ,16380385.43,0.238812,1.204977,-0.052033
600166,2012 ,11 ,15537483.95,0.13656,1.170766,-0.051458
600166,2012 ,12 ,18909089.87,0.36293,1.166513,0.216998
600166,2013 ,1 ,20061055.22,0.490947,1.121208,0.060921
600166,2013 ,2 ,20342022.38,0.30059,1.06284,0.014006
600166,2013 ,3 ,17672834.36,0.259804,1.161278,-0.131215
600166,2013 ,4 ,17167093.48,0.236977,1.110578,-0.028617
600166,2013 ,5 ,19274347.18,0.591341,1.112414,0.12275
600166,2013 ,6 ,14329325.16,0.19393,1.15619,-0.236996
600166,2013 ,7 ,14020261.28,0.226652,1.161921,-0.021569
600166,2013 ,8 ,14638389.04,0.209984,1.161309,0.044088
600166,2013 ,9 ,14891259.48,0.162634,1.148192,0.017274
600166,2013 ,10 ,14357421.88,0.128547,1.101189,-0.035849
600166,2013 ,11 ,14469808.74,0.106499,1.136627,0.007828
600166,2013 ,12 ,14329325.16,0.142137,1.130376,-0.009709
600166,2014 ,1 ,14385518.59,0.083523,1.127007,0.003922
600166,2014 ,2 ,16633255.87,0.283464,1.134223,0.15625
600166,2014 ,3 ,14778872.62,0.177969,1.138255,-0.111486
600166,2014 ,4 ,14132648.15,0.093758,1.152003,-0.043726
600166,2014 ,5 ,13964067.85,0.06254,1.188297,-0.011928
600166,2014 ,6 ,14329325.16,0.082258,1.20473,0.026157
600166,2014 ,7 ,15397000.37,0.22692,1.207669,0.094798
600166,2014 ,8 ,15284613.5,0.236041,1.192128,-0.007299
600166,2014 ,9 ,16155611.7,0.313638,1.149562,0.056985
600166,2014 ,10 ,17026609.9,0.283954,1.071607,0.053913
600166,2014 ,11 ,17251383.62,0.363296,1.052173,0.013201
600166,2014 ,12 ,17588544.22,0.668245,1.055458,0.019544
600166,2015 ,1 ,17054706.61,0.391948,1.031785,-0.030351
600166,2015 ,2 ,17953801.52,0.155358,1.028488,0.052718
600188,2008 ,1 ,58045600,0.730763,0.775216,-0.110254
600188,2008 ,2 ,56743200,0.234392,0.769672,-0.022438
600188,2008 ,3 ,53546400,0.658873,0.733098,-0.056338
600188,2008 ,4 ,65386400,0.59851,0.704687,0.221117
600188,2008 ,5 ,69352800,1.385308,0.695178,0.060661
600188,2008 ,6 ,58667200,0.803364,0.693272,-0.154076
600188,2008 ,7 ,56772800,0.942188,0.702927,-0.023894
600188,2008 ,8 ,42594400,0.39785,0.742344,-0.249739
600188,2008 ,9 ,38124800,0.488522,0.743104,-0.104934
600188,2008 ,10 ,25456000,0.459163,0.790171,-0.332298
600188,2008 ,11 ,25100800,0.650562,0.765551,-0.013953
600188,2008 ,12 ,24390400,0.87299,0.764549,-0.028302
600188,2009 ,1 ,30221600,0.589047,0.775918,0.239078
600188,2009 ,2 ,29304000,1.519622,0.773075,-0.030362
600188,2009 ,3 ,37236800,1.386545,0.790171,0.270707
600188,2009 ,4 ,42061600,1.626298,0.787313,0.129571
600188,2009 ,5 ,43423200,1.218631,0.788963,0.032372
600188,2009 ,6 ,46176000,0.907475,0.784081,0.063395
600188,2009 ,7 ,62515200,2.24922,0.814682,0.382408
600188,2009 ,8 ,45199200,1.139466,0.851548,-0.276989
600188,2009 ,9 ,48425600,0.99731,0.859466,0.071382
600188,2009 ,10 ,56624800,0.875009,0.864202,0.169315
600188,2009 ,11 ,73733600,1.476843,0.872886,0.302143
600188,2009 ,12 ,68198400,0.998106,0.87229,-0.07507
600188,2010 ,1 ,60680000,0.670794,0.882862,-0.110243
600188,2010 ,2 ,60798400,0.223052,0.879063,0.001951
600188,2010 ,3 ,61568000,0.478251,0.880569,0.012658
600188,2010 ,4 ,70240800,0.81938,0.851362,0.140865
600188,2010 ,5 ,57453600,0.748964,0.88908,-0.182048
600188,2010 ,6 ,48603200,0.379832,0.902448,-0.154044
600188,2010 ,7 ,52806400,0.598649,0.891222,0.101528
600188,2010 ,8 ,53872000,0.608224,0.888645,0.020179
600188,2010 ,9 ,54316000,0.5602,0.890265,0.008242
600188,2010 ,10 ,86994400,2.295291,0.921422,0.601635
600188,2010 ,11 ,77729600,1.694616,0.92759,-0.106499
600188,2010 ,12 ,84034400,0.955311,0.920516,0.081112
600188,2011 ,1 ,74828800,0.556229,0.960296,-0.109546
600188,2011 ,2 ,82376800,0.45271,0.963263,0.10087
600188,2011 ,3 ,102120000,1.879821,0.994266,0.239669
600188,2011 ,4 ,104784000,1.021955,1.049073,0.026087
600188,2011 ,5 ,96111200,0.723017,1.028203,-0.082768
600188,2011 ,6 ,104488000,0.846289,1.048389,0.10614
600188,2011 ,7 ,96348000,0.589255,0.991462,-0.077904
600188,2011 ,8 ,89421600,0.623842,1.016221,-0.071889
600188,2011 ,9 ,86047200,0.468873,1.000597,-0.037736
600188,2011 ,10 ,84093600,0.495492,1.010819,-0.022704
600188,2011 ,11 ,75953600,0.48684,1.005573,-0.096797
600188,2011 ,12 ,66274400,0.248445,1.035082,-0.127436
600188,2012 ,1 ,71543200,0.356661,1.030071,0.0795
600188,2012 ,2 ,75716800,0.502758,1.032197,0.058337
600188,2012 ,3 ,65741600,0.40179,1.092326,-0.131744
600188,2012 ,4 ,70448000,0.256742,1.109747,0.071589
600188,2012 ,5 ,67369600,0.390408,1.116735,-0.043697
600188,2012 ,6 ,56180800,0.220307,1.192677,-0.166081
600188,2012 ,7 ,54049600,0.229503,1.191097,-0.009755
600188,2012 ,8 ,50882400,0.167664,1.195626,-0.058598
600188,2012 ,9 ,56151200,0.278844,1.191709,0.103549
600188,2012 ,10 ,53161600,0.18156,1.177742,-0.053242
600188,2012 ,11 ,47952000,0.138507,1.290194,-0.097996
600188,2012 ,12 ,53960800,0.351409,1.263964,0.125309
600188,2013 ,1 ,54493600,0.456395,1.244091,0.009874
600188,2013 ,2 ,52392000,0.390402,1.27309,-0.038566
600188,2013 ,3 ,50379200,0.958267,1.285695,-0.038418
600188,2013 ,4 ,44903200,0.205411,1.289042,-0.108696
600188,2013 ,5 ,42831200,0.359337,1.230593,-0.046144
600188,2013 ,6 ,27824000,0.334233,1.299984,-0.328545
600188,2013 ,7 ,27557600,0.711069,1.202786,-0.009574
600188,2013 ,8 ,30547200,0.808319,1.155539,0.108486
600188,2013 ,9 ,31376000,0.050728,1.150058,0.027132
600188,2013 ,10 ,29955200,0.051119,1.134407,-0.045283
600188,2013 ,11 ,30399200,0.034127,1.049037,0.014822
600188,2013 ,12 ,26284800,0.0244,1.067596,-0.135346
600188,2014 ,1 ,21696800,0.024921,1.071716,-0.17455
600188,2014 ,2 ,19388000,0.034066,1.066478,-0.106412
600188,2014 ,3 ,18973600,0.049511,1.06705,-0.021374
600188,2014 ,4 ,18026400,0.036872,1.130851,-0.049922
600188,2014 ,5 ,20128000,0.142233,1.11455,0.116585
600188,2014 ,6 ,20483200,0.066427,1.103643,0.020753
600188,2014 ,7 ,22259200,0.111834,1.1355,0.086705
600188,2014 ,8 ,22644000,0.098364,1.146947,0.017287
600188,2014 ,9 ,26284800,0.10326,1.156361,0.160784
600188,2014 ,10 ,26551200,0.068775,0.973888,0.010135
600188,2014 ,11 ,31316800,0.136802,1.00535,0.179487
600188,2014 ,12 ,39012800,0.278607,1.043833,0.245747
600188,2015 ,1 ,39486400,0.219005,1.029692,0.01214
600188,2015 ,2 ,38835200,0.062282,1.007783,-0.016492
600196,2008 ,1 ,19445443.82,0.713707,0.948276,0.064363
600196,2008 ,2 ,20472796.99,0.40709,0.95254,0.052833
600196,2008 ,3 ,18294313.16,0.447109,0.923786,-0.106409
600196,2008 ,4 ,19730132.05,0.481836,0.906812,0.078484
600196,2008 ,5 ,17861091.94,0.477838,0.91525,-0.09473
600196,2008 ,6 ,14964698.65,0.236007,0.872437,-0.162162
600196,2008 ,7 ,16462406.29,0.334767,0.877003,0.10861
600196,2008 ,8 ,12588170.82,0.210109,0.897152,-0.235338
600196,2008 ,9 ,11177107.43,0.21572,0.902351,-0.112094
600196,2008 ,10 ,8565402.37,0.202204,0.902437,-0.233666
600196,2008 ,11 ,10347798.24,0.383489,0.908146,0.208092
600196,2008 ,12 ,13132791.78,0.586724,0.917182,0.269139
600196,2009 ,1 ,14370566.69,0.275233,0.908165,0.094251
600196,2009 ,2 ,15348408.87,0.433221,0.905531,0.068045
600196,2009 ,3 ,17229826.73,0.709141,0.911272,0.122581
600196,2009 ,4 ,16289117.8,0.630712,0.921876,-0.054598
600196,2009 ,5 ,17316470.98,0.581639,0.909968,0.06307
600196,2009 ,6 ,17935358.43,0.462654,0.910626,0.03574
600196,2009 ,7 ,19160755.59,0.507061,0.911118,0.068323
600196,2009 ,8 ,19940553.78,0.570721,0.879429,0.047899
600196,2009 ,9 ,19717754.3,0.774828,0.878945,-0.011173
600196,2009 ,10 ,22948346.81,0.646383,0.878312,0.163842
600196,2009 ,11 ,24297521.46,0.755848,0.872344,0.058792
600196,2009 ,12 ,24223254.97,0.378604,0.87266,-0.003057
600196,2010 ,1 ,24879275.67,0.45907,0.866551,0.027082
600196,2010 ,2 ,26401738.81,0.242216,0.864176,0.061194
600196,2010 ,3 ,26005650.84,0.402025,0.86329,-0.015002
600196,2010 ,4 ,27676646.97,0.687986,0.849467,0.064255
600196,2010 ,5 ,28311966.47,0.284076,0.784181,-0.002683
600196,2010 ,6 ,22217910.91,0.235996,0.807057,-0.215247
600196,2010 ,7 ,25214154.9,0.215396,0.801451,0.140632
600196,2010 ,8 ,28070743.45,0.492685,0.802717,0.113293
600196,2010 ,9 ,26223482.85,0.366707,0.804586,-0.065807
600196,2010 ,10 ,27194722.96,0.625827,0.799565,0.037037
600196,2010 ,11 ,27651777.13,0.901419,0.799616,0.016807
600196,2010 ,12 ,25652165.14,0.490873,0.803051,-0.072314
600196,2011 ,1 ,22909840.14,0.211894,0.819324,-0.106904
600196,2011 ,2 ,24147695.18,0.179363,0.825638,0.054032
600196,2011 ,3 ,22319478.51,0.32861,0.835573,-0.07571
600196,2011 ,4 ,21919556.11,0.112815,0.764231,-0.017918
600196,2011 ,5 ,20853096.39,0.084184,0.745695,-0.048653
600196,2011 ,6 ,20719788.92,0.065651,0.736342,-0.006393
600196,2011 ,7 ,20453173.99,0.088613,0.746488,-0.004254
600196,2011 ,8 ,19710460.97,0.084341,0.75581,-0.036313
600196,2011 ,9 ,17806068.6,0.060344,0.747221,-0.096618
600196,2011 ,10 ,18739220.86,0.058729,0.732109,0.052406
600196,2011 ,11 ,17787024.68,0.090101,0.732645,-0.050813
600196,2011 ,12 ,16263510.79,0.055329,0.705575,-0.085653
600196,2012 ,1 ,16434906.1,0.041769,0.718576,0.010539
600196,2012 ,2 ,17596585.44,0.128717,0.71699,0.070684
600196,2012 ,3 ,17577541.52,0.201403,0.722955,-0.001082
600196,2012 ,4 ,17939376.07,0.074781,0.72612,0.020585
600196,2012 ,5 ,19938988.05,0.171457,0.720932,0.111465
600196,2012 ,6 ,19634285.27,0.091721,0.719579,-0.005445
600196,2012 ,7 ,20853096.39,0.188655,0.688926,0.062076
600196,2012 ,8 ,20853096.39,0.097821,0.643878,0
600196,2012 ,9 ,20357954.37,0.068949,0.6298,-0.023744
600196,2012 ,10 ,19386714.27,0.06035,0.575508,-0.047708
600196,2012 ,11 ,17577541.52,0.058678,0.54533,-0.09332
600196,2012 ,12 ,19977075.9,0.080817,0.54195,0.136511
600196,2013 ,1 ,20853096.39,0.126871,0.541561,0.043851
600196,2013 ,2 ,22090951.42,0.113589,0.539237,0.059361
600196,2013 ,3 ,23043147.6,0.214376,0.529692,0.043103
600196,2013 ,4 ,22300434.58,0.121842,0.553284,-0.032231
600196,2013 ,5 ,23709684.93,0.234621,0.547047,0.063194
600196,2013 ,6 ,19958031.97,0.147886,0.585326,-0.158233
600196,2013 ,7 ,21767204.72,0.149735,0.603532,0.090649
600196,2013 ,8 ,21995731.8,0.18228,0.669932,0.029547
600196,2013 ,9 ,26452009.94,0.282922,0.69355,0.202597
600196,2013 ,10 ,32812680.43,0.610807,0.639686,0.240461
600196,2013 ,11 ,33117383.21,0.469558,0.651643,0.009286
600196,2013 ,12 ,37307046.41,0.322631,0.628306,0.126509
600196,2014 ,1 ,34254476.18,0.22617,0.640079,-0.083716
600196,2014 ,2 ,41506120.17,0.319159,0.659492,0.211699
600196,2014 ,3 ,38223797.1,0.257921,0.667614,-0.07908
600196,2014 ,4 ,36105553.73,0.199252,0.697495,-0.055417
600196,2014 ,5 ,37765798.53,0.126033,0.719538,0.045983
600196,2014 ,6 ,38529129.48,0.135875,0.653759,0.020212
600196,2014 ,7 ,35742971.53,0.23619,0.577946,-0.072313
600196,2014 ,8 ,35189556.59,0.300165,0.551694,-0.001029
600196,2014 ,9 ,36334553.01,0.290247,0.532005,0.032538
600196,2014 ,10 ,37021550.86,0.290462,0.538718,0.018908
600196,2014 ,11 ,38777212.04,0.360688,0.538839,0.047423
600196,2014 ,12 ,40265707.38,0.432336,0.531541,0.038386
600196,2015 ,1 ,42689283.13,0.375672,0.519793,0.06019
600196,2015 ,2 ,43218382.64,0.159279,0.514728,0.012517
600208,2008 ,1 ,26842849.22,0.433435,0.980932,-0.046963
600208,2008 ,2 ,29911611.22,0.262394,0.984562,0.114323
600208,2008 ,3 ,25509525.04,0.250018,0.97206,-0.146572
600208,2008 ,4 ,21728245.89,0.218144,0.971642,-0.14823
600208,2008 ,5 ,22631237.92,0.27973,0.965155,0.041558
600208,2008 ,6 ,15068679.61,0.140555,0.998328,-0.334165
600208,2008 ,7 ,18144496.24,0.258641,1.008905,0.20412
600208,2008 ,8 ,13206258.54,0.127218,1.051129,-0.272162
600208,2008 ,9 ,12246829.5,0.557576,1.0562,-0.07265
600208,2008 ,10 ,10045786.41,0.134569,1.021013,-0.179724
600208,2008 ,12 ,11400274.46,0.541638,1.0252,0.134831
600208,2009 ,1 ,12726544.02,0.348399,1.010143,0.116337
600208,2009 ,2 ,14842931.6,1.045434,1.019791,0.166297
600208,2009 ,3 ,22038649.4,0.946977,1.07644,0.484791
600208,2009 ,4 ,23590666.96,0.496985,1.089913,0.070423
600208,2009 ,5 ,27428383.12,0.400684,1.0668,0.162679
600208,2009 ,6 ,31463628.78,0.355236,1.063503,0.147119
600208,2009 ,7 ,37953884.05,0.628956,1.062294,0.206278
600208,2009 ,8 ,27061542.6,0.362821,1.087336,-0.286989
600208,2009 ,9 ,35942353.76,0.380405,1.056281,0.107404
600208,2009 ,10 ,38886783.87,0.227762,1.049755,0.081921
600208,2009 ,11 ,38345279.49,0.218645,1.02901,-0.013925
600208,2009 ,12 ,33607116.09,0.211991,1.029146,-0.123566
600208,2010 ,1 ,27955164.04,0.143624,1.042401,-0.168177
600208,2010 ,2 ,31001126.22,0.0919,1.038786,0.108959
600208,2010 ,3 ,32930235.6,0.134984,1.038354,0.062227
